noise_level,noise_percent,replicate,seed,method,success,failure_reason,fitted_vmax,fitted_km,vmax_absolute_error,km_absolute_error,vmax_relative_error,km_relative_error,r2
0.03,3.0,38,12086,nonlinear,True,,100.9885040048584,4.845769797223095,0.9885040048583988,0.1542302027769047,0.009885040048583989,0.030846040555380937,0.9972991075572403
0.03,3.0,38,12086,lineweaver_burk,True,,102.42921845092579,5.079711298721676,2.429218450925788,0.07971129872167637,0.02429218450925788,0.015942259744335274,0.9969854169622884
0.03,3.0,39,12087,nonlinear,True,,103.45012519662737,5.2667586142094915,3.4501251966273685,0.26675861420949154,0.03450125196627368,0.053351722841898305,0.9989378012982932
0.03,3.0,39,12087,lineweaver_burk,True,,102.60615820507418,5.217911820949483,2.6061582050741805,0.21791182094948258,0.026061582050741806,0.043582364189896514,0.9987953585750574
0.03,3.0,40,12088,nonlinear,True,,101.0851463382352,5.211901467112961,1.0851463382352051,0.21190146711296087,0.010851463382352051,0.042380293422592176,0.9949292318795496
0.03,3.0,40,12088,lineweaver_burk,True,,96.63473883929926,4.748186108729128,3.36526116070074,0.2518138912708716,0.0336526116070074,0.050362778254174324,0.992093056649488
0.03,3.0,41,12089,nonlinear,True,,97.9016308637775,4.813305517084253,2.0983691362225017,0.18669448291574664,0.020983691362225016,0.03733889658314933,0.9988577955869262
0.03,3.0,41,12089,lineweaver_burk,True,,99.39786239390568,5.04010849847661,0.6021376060943169,0.040108498476610244,0.006021376060943169,0.008021699695322048,0.9985274257027674
0.03,3.0,42,12090,nonlinear,True,,95.65231790259413,4.5244763632195735,4.347682097405865,0.47552363678042653,0.04347682097405865,0.0951047273560853,0.9978144469166453
0.03,3.0,42,12090,lineweaver_burk,True,,104.11077985465215,5.363736524446819,4.110779854652151,0.3637365244468187,0.04110779854652151,0.07274730488936373,0.9860764064007677
0.03,3.0,43,12091,nonlinear,True,,98.73389638264356,4.9202485146265555,1.2661036173564355,0.07975148537344445,0.012661036173564354,0.01595029707468889,0.9982423762681129
0.03,3.0,43,12091,lineweaver_burk,True,,105.51332218728382,5.475415413372318,5.513322187283819,0.47541541337231763,0.055133221872838194,0.09508308267446353,0.9902837404441583
0.03,3.0,44,12092,nonlinear,True,,98.68680280975204,4.748567257619251,1.313197190247962,0.2514327423807492,0.01313197190247962,0.05028654847614984,0.9967926286300894
0.03,3.0,44,12092,lineweaver_burk,True,,98.1303590047718,4.758489537527134,1.8696409952281954,0.24151046247286612,0.018696409952281955,0.04830209249457322,0.9966338622331767
